T	muB	muQ	munue	munumu	mnutau	nB	nQ	s_QCD	s_tot	ne	nmu	ntau	nnue	nnumu	nnutau
# Source S1·R1 [input_traj copy.txt] (B=8.6e-11, Le=-5.1e-11, Lmu=-5.1e-11, Ltau=-5.1e-11, eos=1, nf=3)
178	49.7504	-355.455	-228.6	-1895.16	1938.15	0.0566775	-6.81757e+06	6.14098e+07	6.59041e+08	1.40889e+06	-1.38664e+08	1.30437e+08	-1.40889e+06	-1.24953e+08	1.33179e+08
179	48.6366	-353.934	-227.751	-1903.89	1946.71	0.0576488	-6.85464e+06	6.28435e+07	6.70335e+08	1.41572e+06	-1.41427e+08	1.33157e+08	-1.41572e+06	-1.26707e+08	1.34977e+08
180	47.551	-352.422	-226.904	-1912.6	1955.26	0.0586296	-6.89281e+06	6.42937e+07	6.81739e+08	1.42256e+06	-1.44222e+08	1.35906e+08	-1.42256e+06	-1.28474e+08	1.36789e+08
181	46.4919	-350.918	-226.061	-1921.29	1963.81	0.0596197	-6.93203e+06	6.57601e+07	6.93253e+08	1.42941e+06	-1.47046e+08	1.38685e+08	-1.42941e+06	-1.30255e+08	1.38616e+08
182	45.4586	-349.424	-225.22	-1929.97	1972.35	0.0606194	-6.97223e+06	6.72426e+07	7.04876e+08	1.43628e+06	-1.49901e+08	1.41493e+08	-1.43628e+06	-1.32049e+08	1.40458e+08
183	44.4506	-347.939	-224.382	-1938.63	1980.88	0.0616285	-7.01333e+06	6.87413e+07	7.1661e+08	1.44316e+06	-1.52787e+08	1.4433e+08	-1.44316e+06	-1.33858e+08	1.42314e+08
184	43.4678	-346.464	-223.547	-1947.29	1989.41	0.0626472	-7.05528e+06	7.02563e+07	7.28456e+08	1.45005e+06	-1.55703e+08	1.47197e+08	-1.45005e+06	-1.3568e+08	1.44185e+08
185	42.51	-344.998	-222.716	-1955.93	1997.92	0.0636755	-7.09801e+06	7.17876e+07	7.40413e+08	1.45696e+06	-1.58649e+08	1.50094e+08	-1.45696e+06	-1.37516e+08	1.46071e+08
186	41.577	-343.542	-221.889	-1964.55	2006.43	0.0647137	-7.14146e+06	7.33359e+07	7.52485e+08	1.46389e+06	-1.61628e+08	1.53022e+08	-1.46389e+06	-1.39366e+08	1.47972e+08
187	40.6687	-342.095	-221.064	-1973.17	2014.94	0.0657618	-7.18558e+06	7.49019e+07	7.64672e+08	1.47083e+06	-1.64637e+08	1.55981e+08	-1.47083e+06	-1.41231e+08	1.49888e+08
188	39.7852	-340.658	-220.244	-1981.79	2023.44	0.06682	-7.23033e+06	7.64857e+07	7.76977e+08	1.47779e+06	-1.67679e+08	1.58971e+08	-1.47779e+06	-1.43111e+08	1.51819e+08
189	38.9265	-339.231	-219.427	-1990.39	2031.93	0.0678883	-7.27565e+06	7.80873e+07	7.89398e+08	1.48476e+06	-1.70753e+08	1.61993e+08	-1.48476e+06	-1.45006e+08	1.53767e+08
190	38.0928	-337.813	-218.613	-1998.98	2040.42	0.0689667	-7.32152e+06	7.97066e+07	8.01938e+08	1.49176e+06	-1.73859e+08	1.65046e+08	-1.49176e+06	-1.46916e+08	1.55729e+08
191	37.2839	-336.406	-217.804	-2007.57	2048.91	0.0700553	-7.36789e+06	8.1344e+07	8.14597e+08	1.49876e+06	-1.76997e+08	1.68131e+08	-1.49876e+06	-1.48841e+08	1.57708e+08
192	36.4988	-335.008	-216.998	-2016.15	2057.39	0.0711543	-7.41472e+06	8.29999e+07	8.27375e+08	1.50579e+06	-1.80168e+08	1.71248e+08	-1.50579e+06	-1.50782e+08	1.59702e+08
193	35.736	-333.62	-216.197	-2024.73	2065.87	0.0722637	-7.46198e+06	8.46743e+07	8.40275e+08	1.51283e+06	-1.83372e+08	1.74397e+08	-1.51283e+06	-1.52738e+08	1.61713e+08
194	34.9943	-332.242	-215.399	-2033.3	2074.35	0.0733835	-7.50963e+06	8.63671e+07	8.53296e+08	1.51989e+06	-1.86609e+08	1.77579e+08	-1.51989e+06	-1.5471e+08	1.63739e+08
195	34.2725	-330.874	-214.605	-2041.86	2082.82	0.0745138	-7.55764e+06	8.80784e+07	8.66439e+08	1.52697e+06	-1.89878e+08	1.80794e+08	-1.52697e+06	-1.56697e+08	1.65782e+08
196	33.5695	-329.516	-213.816	-2050.42	2091.29	0.0756546	-7.60597e+06	8.98083e+07	8.79704e+08	1.53406e+06	-1.93181e+08	1.84041e+08	-1.53406e+06	-1.587e+08	1.6784e+08
197	32.8843	-328.168	-213.031	-2058.97	2099.75	0.0768059	-7.65459e+06	9.15568e+07	8.93092e+08	1.54118e+06	-1.96518e+08	1.87322e+08	-1.54118e+06	-1.60719e+08	1.69915e+08
198	32.2159	-326.829	-212.25	-2067.52	2108.21	0.077968	-7.70348e+06	9.33239e+07	9.06604e+08	1.54831e+06	-1.99887e+08	1.90635e+08	-1.54831e+06	-1.62754e+08	1.72006e+08
199	31.5634	-325.501	-211.473	-2076.07	2116.67	0.0791407	-7.7526e+06	9.51098e+07	9.2024e+08	1.55546e+06	-2.0329e+08	1.93982e+08	-1.55546e+06	-1.64806e+08	1.74114e+08
200	30.926	-324.182	-210.7	-2084.61	2125.13	0.0803241	-7.80192e+06	9.69145e+07	9.34001e+08	1.56263e+06	-2.06727e+08	1.97363e+08	-1.56263e+06	-1.66873e+08	1.76238e+08
201	30.303	-322.874	-209.932	-2093.15	2133.58	0.0815185	-7.85141e+06	9.87389e+07	9.4789e+08	1.56982e+06	-2.10199e+08	2.00777e+08	-1.56982e+06	-1.68957e+08	1.78378e+08
202	29.6935	-321.575	-209.168	-2101.68	2142.03	0.0827241	-7.90105e+06	1.00584e+08	9.61908e+08	1.57702e+06	-2.13705e+08	2.04227e+08	-1.57702e+06	-1.71058e+08	1.80536e+08
203	29.0969	-320.285	-208.408	-2110.22	2150.49	0.083941	-7.95081e+06	1.0245e+08	9.76058e+08	1.58424e+06	-2.17247e+08	2.07712e+08	-1.58424e+06	-1.73177e+08	1.82712e+08
204	28.5126	-319.005	-207.653	-2118.75	2158.94	0.0851692	-8.00069e+06	1.04338e+08	9.9034e+08	1.59148e+06	-2.20824e+08	2.11232e+08	-1.59148e+06	-1.75312e+08	1.84904e+08
205	27.94	-317.734	-206.901	-2127.29	2167.39	0.0864088	-8.05067e+06	1.06246e+08	1.00475e+09	1.59874e+06	-2.24436e+08	2.14787e+08	-1.59874e+06	-1.77465e+08	1.87115e+08
206	27.3787	-316.472	-206.154	-2135.82	2175.84	0.0876599	-8.10073e+06	1.08176e+08	1.0193e+09	1.60601e+06	-2.28085e+08	2.18378e+08	-1.60601e+06	-1.79636e+08	1.89342e+08
207	26.8286	-315.22	-205.411	-2144.36	2184.3	0.0889225	-8.15087e+06	1.10127e+08	1.03398e+09	1.6133e+06	-2.31769e+08	2.22005e+08	-1.6133e+06	-1.81824e+08	1.91588e+08
208	26.2895	-313.977	-204.672	-2152.89	2192.75	0.0901967	-8.20106e+06	1.121e+08	1.0488e+09	1.62061e+06	-2.3549e+08	2.25668e+08	-1.62061e+06	-1.8403e+08	1.93851e+08
209	25.7615	-312.743	-203.937	-2161.43	2201.21	0.0914826	-8.2513e+06	1.14095e+08	1.06375e+09	1.62793e+06	-2.39247e+08	2.29368e+08	-1.62793e+06	-1.86253e+08	1.96133e+08
210	25.2444	-311.519	-203.207	-2169.96	2209.66	0.0927801	-8.30156e+06	1.16111e+08	1.07884e+09	1.63527e+06	-2.43041e+08	2.33104e+08	-1.63527e+06	-1.88495e+08	1.98432e+08
211	24.7383	-310.303	-202.481	-2178.5	2218.12	0.0940896	-8.35185e+06	1.1815e+08	1.09406e+09	1.64262e+06	-2.46871e+08	2.36876e+08	-1.64262e+06	-1.90755e+08	2.00749e+08
212	24.2429	-309.096	-201.759	-2187.03	2226.58	0.0954109	-8.40216e+06	1.20211e+08	1.10943e+09	1.65e+06	-2.50738e+08	2.40686e+08	-1.65e+06	-1.93033e+08	2.03085e+08
213	23.758	-307.898	-201.041	-2195.57	2235.03	0.0967442	-8.45247e+06	1.22295e+08	1.12493e+09	1.65738e+06	-2.54643e+08	2.44533e+08	-1.65738e+06	-1.9533e+08	2.05439e+08
214	23.2836	-306.708	-200.327	-2204.11	2243.49	0.0980895	-8.50277e+06	1.24401e+08	1.14058e+09	1.66479e+06	-2.58586e+08	2.48418e+08	-1.66479e+06	-1.97645e+08	2.07812e+08
215	22.8195	-305.527	-199.617	-2212.65	2251.96	0.099447	-8.55307e+06	1.26531e+08	1.15636e+09	1.6722e+06	-2.62566e+08	2.5234e+08	-1.6722e+06	-1.99978e+08	2.10204e+08
216	22.3654	-304.355	-198.911	-2221.2	2260.42	0.100817	-8.60336e+06	1.28684e+08	1.17229e+09	1.67963e+06	-2.66584e+08	2.56301e+08	-1.67963e+06	-2.02331e+08	2.12614e+08
217	21.9212	-303.191	-198.21	-2229.74	2268.89	0.102199	-8.65363e+06	1.3086e+08	1.18836e+09	1.68708e+06	-2.7064e+08	2.603e+08	-1.68708e+06	-2.04702e+08	2.15043e+08
218	21.4866	-302.036	-197.512	-2238.29	2277.35	0.103593	-8.70388e+06	1.3306e+08	1.20457e+09	1.69454e+06	-2.74735e+08	2.64337e+08	-1.69454e+06	-2.07093e+08	2.17491e+08
219	21.0616	-300.889	-196.818	-2246.84	2285.82	0.105	-8.75411e+06	1.35284e+08	1.22093e+09	1.70202e+06	-2.78869e+08	2.68412e+08	-1.70202e+06	-2.09503e+08	2.19959e+08
220	20.646	-299.75	-196.129	-2255.39	2294.3	0.106419	-8.80432e+06	1.37532e+08	1.23743e+09	1.70951e+06	-2.83041e+08	2.72527e+08	-1.70951e+06	-2.11932e+08	2.22445e+08
221	20.2395	-298.619	-195.443	-2263.95	2302.77	0.107851	-8.8545e+06	1.39804e+08	1.25408e+09	1.71701e+06	-2.87253e+08	2.76681e+08	-1.71701e+06	-2.1438e+08	2.24952e+08
222	19.8421	-297.496	-194.761	-2272.51	2311.25	0.109296	-8.90466e+06	1.42101e+08	1.27088e+09	1.72452e+06	-2.91504e+08	2.80875e+08	-1.72452e+06	-2.16848e+08	2.27477e+08
223	19.4534	-296.381	-194.083	-2281.07	2319.73	0.110753	-8.9548e+06	1.44423e+08	1.28783e+09	1.73205e+06	-2.95795e+08	2.85108e+08	-1.73205e+06	-2.19336e+08	2.30023e+08
224	19.0734	-295.274	-193.409	-2289.63	2328.22	0.112223	-9.00493e+06	1.4677e+08	1.30492e+09	1.73959e+06	-3.00125e+08	2.89381e+08	-1.73959e+06	-2.21843e+08	2.32588e+08
225	18.7019	-294.174	-192.739	-2298.2	2336.71	0.113706	-9.05503e+06	1.49141e+08	1.32217e+09	1.74714e+06	-3.04496e+08	2.93694e+08	-1.74714e+06	-2.24371e+08	2.35173e+08
226	18.3387	-293.082	-192.072	-2306.77	2345.2	0.115203	-9.10513e+06	1.51539e+08	1.33956e+09	1.7547e+06	-3.08907e+08	2.98047e+08	-1.7547e+06	-2.26919e+08	2.37778e+08
227	17.9837	-291.997	-191.409	-2315.34	2353.69	0.116712	-9.15522e+06	1.53962e+08	1.35711e+09	1.76228e+06	-3.13359e+08	3.02442e+08	-1.76228e+06	-2.29486e+08	2.40404e+08
228	17.6366	-290.92	-190.75	-2323.92	2362.19	0.118234	-9.20531e+06	1.56411e+08	1.37482e+09	1.76986e+06	-3.17852e+08	3.06877e+08	-1.76986e+06	-2.32075e+08	2.4305e+08
229	17.2974	-289.85	-190.095	-2332.5	2370.69	0.11977	-9.25541e+06	1.58885e+08	1.39267e+09	1.77746e+06	-3.22386e+08	3.11353e+08	-1.77746e+06	-2.34683e+08	2.45716e+08
230	16.9658	-288.787	-189.443	-2341.09	2379.2	0.121319	-9.30552e+06	1.61387e+08	1.41068e+09	1.78507e+06	-3.26961e+08	3.1587e+08	-1.78507e+06	-2.37312e+08	2.48403e+08
231	16.6417	-287.732	-188.795	-2349.68	2387.71	0.122881	-9.35565e+06	1.63913e+08	1.42885e+09	1.79268e+06	-3.31577e+08	3.20429e+08	-1.79268e+06	-2.39962e+08	2.5111e+08
232	16.3249	-286.684	-188.15	-2358.27	2396.22	0.124456	-9.4058e+06	1.66464e+08	1.44716e+09	1.80031e+06	-3.36233e+08	3.25027e+08	-1.80031e+06	-2.42631e+08	2.53838e+08
233	16.0154	-285.643	-187.509	-2366.86	2404.73	0.126044	-9.45597e+06	1.69038e+08	1.46563e+09	1.80795e+06	-3.40931e+08	3.29667e+08	-1.80795e+06	-2.45321e+08	2.56585e+08
234	15.7128	-284.609	-186.872	-2375.45	2413.24	0.127645	-9.50615e+06	1.71638e+08	1.48425e+09	1.8156e+06	-3.45668e+08	3.34347e+08	-1.8156e+06	-2.48031e+08	2.59352e+08
235	15.4171	-283.582	-186.239	-2384.04	2421.75	0.12926	-9.55632e+06	1.74262e+08	1.50302e+09	1.82326e+06	-3.50447e+08	3.39068e+08	-1.82326e+06	-2.50761e+08	2.6214e+08
236	15.1282	-282.563	-185.609	-2392.63	2430.27	0.130887	-9.60649e+06	1.76911e+08	1.52195e+09	1.83093e+06	-3.55267e+08	3.4383e+08	-1.83093e+06	-2.53511e+08	2.64948e+08
237	14.8458	-281.55	-184.983	-2401.23	2438.79	0.132528	-9.65664e+06	1.79585e+08	1.54103e+09	1.83861e+06	-3.60129e+08	3.48634e+08	-1.83861e+06	-2.56282e+08	2.67777e+08
238	14.5698	-280.544	-184.36	-2409.83	2447.31	0.134183	-9.70679e+06	1.82285e+08	1.56027e+09	1.8463e+06	-3.65032e+08	3.53479e+08	-1.8463e+06	-2.59074e+08	2.70627e+08
239	14.3001	-279.545	-183.741	-2418.43	2455.83	0.135851	-9.75692e+06	1.8501e+08	1.57966e+09	1.854e+06	-3.69978e+08	3.58367e+08	-1.854e+06	-2.61887e+08	2.73498e+08
240	14.0365	-278.552	-183.126	-2427.03	2464.36	0.137532	-9.80703e+06	1.87761e+08	1.59921e+09	1.86171e+06	-3.74965e+08	3.63297e+08	-1.86171e+06	-2.6472e+08	2.76389e+08
241	13.7789	-277.567	-182.514	-2435.64	2472.88	0.139228	-9.85713e+06	1.90538e+08	1.61893e+09	1.86943e+06	-3.79996e+08	3.68269e+08	-1.86943e+06	-2.67575e+08	2.79302e+08
242	13.5272	-276.587	-181.905	-2444.24	2481.41	0.140937	-9.9072e+06	1.93342e+08	1.6388e+09	1.87716e+06	-3.85068e+08	3.73284e+08	-1.87716e+06	-2.70451e+08	2.82236e+08
243	13.2812	-275.615	-181.3	-2452.85	2489.94	0.142659	-9.95725e+06	1.96171e+08	1.65883e+09	1.8849e+06	-3.90184e+08	3.78342e+08	-1.8849e+06	-2.73349e+08	2.85191e+08
244	13.0408	-274.649	-180.699	-2461.46	2498.48	0.144396	-1.00073e+07	1.99027e+08	1.67902e+09	1.89265e+06	-3.95343e+08	3.83443e+08	-1.89265e+06	-2.76267e+08	2.88167e+08
245	12.8059	-273.689	-180.101	-2470.08	2507.01	0.146147	-1.00573e+07	2.0191e+08	1.69938e+09	1.90041e+06	-4.00545e+08	3.88587e+08	-1.90041e+06	-2.79208e+08	2.91165e+08
246	12.5763	-272.735	-179.506	-2478.7	2515.55	0.147911	-1.01073e+07	2.04819e+08	1.7199e+09	1.90817e+06	-4.0579e+08	3.93775e+08	-1.90817e+06	-2.82169e+08	2.94185e+08
247	12.3519	-271.788	-178.915	-2487.32	2524.1	0.14969	-1.01572e+07	2.07755e+08	1.74058e+09	1.91595e+06	-4.11079e+08	3.99006e+08	-1.91595e+06	-2.85153e+08	2.97226e+08
248	12.1325	-270.847	-178.327	-2495.94	2532.64	0.151483	-1.02072e+07	2.10719e+08	1.76143e+09	1.92373e+06	-4.16412e+08	4.04281e+08	-1.92373e+06	-2.88158e+08	3.00289e+08
249	11.9181	-269.913	-177.742	-2504.56	2541.19	0.15329	-1.02571e+07	2.1371e+08	1.78244e+09	1.93152e+06	-4.21789e+08	4.096e+08	-1.93152e+06	-2.91186e+08	3.03374e+08
250	11.7085	-268.984	-177.16	-2513.19	2549.74	0.155111	-1.0307e+07	2.16728e+08	1.80361e+09	1.93932e+06	-4.2721e+08	4.14964e+08	-1.93932e+06	-2.94235e+08	3.06482e+08
